Gene,Sample ID,Ct,temperature,File
GAPDH,273,22.4561,79.8,SYBR Results 2022-08-01 (2).xlsx
GAPDH,274,31.6571,79.5,SYBR Results 2022-08-01 (2).xlsx
GAPDH,274,30.6274,79.5,SYBR Results 2022-08-01 (2).xlsx
GAPDH,274,31.195,79.1,SYBR Results 2022-08-01 (2).xlsx
CsCALS3,275,27.3533,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,275,27.5625,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,275,27.2718,79,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,276,31.9122,78.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,276,32.0884,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,276,31.9478,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,277,29.2338,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,277,29.58,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,277,29.2346,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,278,23.3923,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,278,23.347,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,278,23.6433,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,275,27.0961,79.7,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,275,26.9041,80,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,275,26.8832,80,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,276,30.5507,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,276,30.8587,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,276,30.7725,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,277,28.9618,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,277,29.0036,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,277,28.9473,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,278,26.1685,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,278,26.4022,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS7,278,26.2124,80.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,275,25.6447,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,275,25.3954,79,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,275,25.3729,79,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,276,27.6296,79,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,276,27.6649,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,276,27.5614,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,277,25.5873,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,277,25.6683,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,277,25.5422,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,278,24.8885,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,278,24.7798,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS9,278,24.5732,79,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,275,27.8452,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,275,27.7798,78.6,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,275,27.6811,79,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,276,31.0675,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,276,30.7024,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,276,30.9995,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,277,28.2696,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,277,28.413,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,277,28.4445,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,278,27.2524,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,278,27.4327,79.3,SYBR Results 2022-08-01 (3).xlsx
CsCALS11,278,27.1568,79,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,275,26.7047,80.7,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,275,26.8454,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,275,26.4639,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,276,29.6176,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,276,29.5689,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,276,30.1348,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,277,28.6287,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,277,28.5329,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,277,28.4967,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,278,25.7889,81.4,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,278,25.7463,81.1,SYBR Results 2022-08-01 (3).xlsx
CsCALS12,278,25.6871,81.1,SYBR Results 2022-08-01 (3).xlsx
GAPDH,275,22.8925,79,SYBR Results 2022-08-01 (3).xlsx
GAPDH,275,22.7788,79.3,SYBR Results 2022-08-01 (3).xlsx
GAPDH,275,22.8417,79.3,SYBR Results 2022-08-01 (3).xlsx
GAPDH,276,23.2122,79.7,SYBR Results 2022-08-01 (3).xlsx
GAPDH,276,22.8343,79.7,SYBR Results 2022-08-01 (3).xlsx
GAPDH,276,22.8776,79.7,SYBR Results 2022-08-01 (3).xlsx
GAPDH,277,21.3101,79.7,SYBR Results 2022-08-01 (3).xlsx
GAPDH,277,21.2446,80,SYBR Results 2022-08-01 (3).xlsx
GAPDH,277,21.2565,80,SYBR Results 2022-08-01 (3).xlsx
GAPDH,278,20.3626,80,SYBR Results 2022-08-01 (3).xlsx
GAPDH,278,20.2852,79.7,SYBR Results 2022-08-01 (3).xlsx
GAPDH,278,20.4164,79.7,SYBR Results 2022-08-01 (3).xlsx
CsCALS3,279,33.9527,78,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,279,33.2959,78.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,279,33.3229,78.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,280,28.5761,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,280,28.456,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,280,29.0016,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,281,26.1944,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,281,26.159,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,281,26.0712,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,282,NA,66.2,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,282,NA,66.9,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,282,NA,65.9,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,279,32.4374,79.7,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,279,33.6613,80,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,279,32.1795,80,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,280,28.4062,80.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,280,28.463,80.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,280,28.5052,80.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,281,26.2563,80.7,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,281,26.2278,80.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,281,26.1761,80.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,282,NA,66.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,282,35.6173,80,SYBR Results 2022-08-02 (1).xlsx
CsCALS7,282,34.861,80.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,279,29.8154,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,279,30.1602,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,279,29.9143,79,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,280,26.0698,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,280,26.062,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,280,26.0123,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,281,25.4946,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,281,25.4594,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,281,25.4232,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,282,31.9948,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,282,32.1469,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS9,282,31.9509,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,279,33.3016,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,279,34.3872,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,279,36.3458,78.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,280,29.5092,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,280,28.8614,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,280,29.1516,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,281,29.008,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,281,28.7488,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,281,28.8308,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,282,NA,65.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,282,NA,65.6,SYBR Results 2022-08-02 (1).xlsx
CsCALS11,282,NA,66.2,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,279,31.2434,80.7,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,279,32.3044,80.7,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,279,31.8822,80.7,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,280,27.7619,81.1,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,280,27.6729,81.1,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,280,28.0618,81.1,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,281,26.4803,81.1,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,281,26.3883,81.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,281,26.4713,81.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,282,36.7124,81.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,282,36.2289,81.4,SYBR Results 2022-08-02 (1).xlsx
CsCALS12,282,35.0403,81.1,SYBR Results 2022-08-02 (1).xlsx
GAPDH,279,26.0348,79,SYBR Results 2022-08-02 (1).xlsx
GAPDH,279,26.084,79.3,SYBR Results 2022-08-02 (1).xlsx
GAPDH,279,26.0759,79.3,SYBR Results 2022-08-02 (1).xlsx
GAPDH,280,21.7337,79.7,SYBR Results 2022-08-02 (1).xlsx
GAPDH,280,21.6681,79.7,SYBR Results 2022-08-02 (1).xlsx
GAPDH,280,21.7101,79.7,SYBR Results 2022-08-02 (1).xlsx
GAPDH,281,21.7089,79.7,SYBR Results 2022-08-02 (1).xlsx
GAPDH,281,21.5845,80,SYBR Results 2022-08-02 (1).xlsx
GAPDH,281,21.5859,80,SYBR Results 2022-08-02 (1).xlsx
GAPDH,282,30.3988,79.7,SYBR Results 2022-08-02 (1).xlsx
GAPDH,282,30.4253,79.7,SYBR Results 2022-08-02 (1).xlsx
GAPDH,282,31.0367,79.3,SYBR Results 2022-08-02 (1).xlsx
CsCALS3,283,29.8632,78.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,283,29.5099,78.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,283,29.4764,78.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,284,NA,68.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,284,NA,67.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,284,NA,65.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,285,34.1938,78.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,285,34.7708,78.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,285,32.6428,78.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,286,29.6481,78.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,286,29.3618,78.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,286,29.6239,78.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,283,28.346,79.9,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,283,28.2691,80.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,283,28.2278,80.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,284,NA,70.6,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,284,NA,87.7,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,284,NA,86.7,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,285,33.49,80.6,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,285,33.3989,80.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,285,34.7564,80.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,286,29.3142,80.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,286,29.3686,80.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS7,286,29.0663,79.9,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,283,25.4801,78.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,283,25.5529,78.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,283,25.5821,78.9,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,284,NA,68.9,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,284,NA,70.6,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,284,NA,84,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,285,30.0961,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,285,30.6222,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,285,30.1738,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,286,26.0597,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,286,26.0248,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS9,286,25.8472,78.9,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,283,28.314,78.9,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,283,28.5755,78.9,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,283,28.5554,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,284,NA,72.7,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,284,NA,65.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,284,NA,65.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,285,33.4078,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,285,34.3279,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,285,34.0076,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,286,28.5281,79.6,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,286,28.6097,79.2,SYBR Results 2022-08-02 (2).xlsx
CsCALS11,286,28.3831,78.9,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,283,27.5675,81,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,283,27.5599,81,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,283,27.7893,81.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,284,NA,65.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,284,NA,65.5,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,284,NA,84.4,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,285,32.4399,81.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,285,33.277,81.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,285,32.482,81.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,286,28.0836,81.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,286,28.1009,81.3,SYBR Results 2022-08-02 (2).xlsx
CsCALS12,286,27.8953,81,SYBR Results 2022-08-02 (2).xlsx
GAPDH,283,21.8951,79.2,SYBR Results 2022-08-02 (2).xlsx
GAPDH,283,21.7025,79.6,SYBR Results 2022-08-02 (2).xlsx
GAPDH,283,21.7154,79.6,SYBR Results 2022-08-02 (2).xlsx
GAPDH,284,20.8351,79.6,SYBR Results 2022-08-02 (2).xlsx
GAPDH,284,20.7779,79.9,SYBR Results 2022-08-02 (2).xlsx
GAPDH,284,20.7809,79.9,SYBR Results 2022-08-02 (2).xlsx
GAPDH,285,26.3545,79.9,SYBR Results 2022-08-02 (2).xlsx
GAPDH,285,26.2598,79.9,SYBR Results 2022-08-02 (2).xlsx
GAPDH,285,26.2909,79.9,SYBR Results 2022-08-02 (2).xlsx
GAPDH,286,21.2108,79.9,SYBR Results 2022-08-02 (2).xlsx
GAPDH,286,21.1229,79.6,SYBR Results 2022-08-02 (2).xlsx
GAPDH,286,21.236,79.6,SYBR Results 2022-08-02 (2).xlsx
CsCALS3,287,27.0939,78.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,287,27.053,78.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,287,26.7922,78.6,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,288,NA,65.8,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,288,NA,65.8,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,288,NA,NA,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,289,28.807,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,289,28.7088,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,289,28.8917,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,290,27.96,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,290,27.9725,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,290,28.0528,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,287,27.4612,80,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,287,27.3796,80,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,287,27.2192,80.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,288,NA,NA,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,288,36.1848,80,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,288,34.9328,80.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,289,28.3251,80.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,289,28.2521,80.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,289,28.3696,80.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,290,27.7075,80.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,290,28.0959,80.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS7,290,27.7632,80,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,287,25.401,78.6,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,287,25.3978,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,287,25.4288,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,288,32.647,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,288,33.1466,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,288,34.1054,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,289,26.1997,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,289,26.1357,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,289,26.093,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,290,25.9214,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,290,25.8753,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS9,290,25.6769,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,287,28.0553,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,287,28.0481,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,287,27.9881,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,288,36.124,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,288,36.0832,78.6,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,288,37.6134,76.5,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,289,29.0739,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,289,28.6925,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,289,28.7774,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,290,28.5026,79.3,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,290,28.1854,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS11,290,28.4835,79,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,287,27.1559,80.7,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,287,27.1689,80.7,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,287,27.1163,81,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,288,NA,65.5,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,288,NA,81.4,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,288,NA,85.5,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,289,27.4359,81.4,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,289,27.3821,81.4,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,289,27.6572,81.4,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,290,27.2922,81.7,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,290,27.0489,81.4,SYBR Results 2022-08-02 (3).xlsx
CsCALS12,290,27.0369,81,SYBR Results 2022-08-02 (3).xlsx
GAPDH,287,20.7593,79.3,SYBR Results 2022-08-02 (3).xlsx
GAPDH,287,20.7571,79.6,SYBR Results 2022-08-02 (3).xlsx
GAPDH,287,20.86,79.6,SYBR Results 2022-08-02 (3).xlsx
GAPDH,288,33.0983,79.3,SYBR Results 2022-08-02 (3).xlsx
GAPDH,288,32.6351,79.6,SYBR Results 2022-08-02 (3).xlsx
GAPDH,288,33.1192,79.6,SYBR Results 2022-08-02 (3).xlsx
GAPDH,289,23.4615,80,SYBR Results 2022-08-02 (3).xlsx
GAPDH,289,23.3376,80,SYBR Results 2022-08-02 (3).xlsx
GAPDH,289,23.3428,80,SYBR Results 2022-08-02 (3).xlsx
GAPDH,290,23.297,80,SYBR Results 2022-08-02 (3).xlsx
GAPDH,290,23.0627,79.6,SYBR Results 2022-08-02 (3).xlsx
GAPDH,290,23.1212,79.6,SYBR Results 2022-08-02 (3).xlsx
CsCALS3,258,28.7496,78.8,SYBR Results 2022-09-07.xlsx
CsCALS3,258,28.7697,78.8,SYBR Results 2022-09-07.xlsx
CsCALS3,258,28.5323,78.8,SYBR Results 2022-09-07.xlsx
CsCALS3,261,27.3592,78.4,SYBR Results 2022-09-07.xlsx
CsCALS3,261,27.3206,78.8,SYBR Results 2022-09-07.xlsx
CsCALS3,261,27.1509,78.8,SYBR Results 2022-09-07.xlsx
CsCALS7,258,27.0711,79.8,SYBR Results 2022-09-07.xlsx
CsCALS7,258,26.9919,80.2,SYBR Results 2022-09-07.xlsx
CsCALS7,258,26.7702,80.2,SYBR Results 2022-09-07.xlsx
CsCALS7,261,28.0405,80.5,SYBR Results 2022-09-07.xlsx
CsCALS7,261,27.8598,80.5,SYBR Results 2022-09-07.xlsx
CsCALS7,261,27.7731,80.5,SYBR Results 2022-09-07.xlsx
CsCALS9,258,25.7009,78.8,SYBR Results 2022-09-07.xlsx
CsCALS9,258,25.4583,78.8,SYBR Results 2022-09-07.xlsx
CsCALS9,258,25.4974,79.1,SYBR Results 2022-09-07.xlsx
CsCALS9,261,25.8952,79.1,SYBR Results 2022-09-07.xlsx
CsCALS9,261,25.7906,79.1,SYBR Results 2022-09-07.xlsx
CsCALS9,261,25.7617,79.5,SYBR Results 2022-09-07.xlsx
CsCALS11,258,26.5701,78.8,SYBR Results 2022-09-07.xlsx
CsCALS11,258,26.4945,78.8,SYBR Results 2022-09-07.xlsx
CsCALS11,258,26.5172,79.1,SYBR Results 2022-09-07.xlsx
CsCALS11,261,27.3344,79.5,SYBR Results 2022-09-07.xlsx
CsCALS11,261,27.442,79.5,SYBR Results 2022-09-07.xlsx
CsCALS11,261,27.4824,79.5,SYBR Results 2022-09-07.xlsx
CsCALS12,258,26.3266,80.8,SYBR Results 2022-09-07.xlsx
CsCALS12,258,26.2212,81.2,SYBR Results 2022-09-07.xlsx
CsCALS12,258,26.161,81.2,SYBR Results 2022-09-07.xlsx
CsCALS12,261,28.6473,81.2,SYBR Results 2022-09-07.xlsx
CsCALS12,261,28.5567,81.2,SYBR Results 2022-09-07.xlsx
CsCALS12,261,28.2444,81.2,SYBR Results 2022-09-07.xlsx
GAPDH,258,22.321,79.1,SYBR Results 2022-09-07.xlsx
GAPDH,258,22.2619,79.5,SYBR Results 2022-09-07.xlsx
GAPDH,258,22.1273,79.5,SYBR Results 2022-09-07.xlsx
GAPDH,261,21.4739,79.8,SYBR Results 2022-09-07.xlsx
GAPDH,261,21.4447,79.8,SYBR Results 2022-09-07.xlsx
GAPDH,261,21.4427,79.8,SYBR Results 2022-09-07.xlsx
